FileName;butyl oleate (15mW)_87
MeasName;87
UserNotes_MeasName;my measurement
UserNotes_SampleName;my sample
Timestamp;2025-02-14T20:47:21Z
VirtualGateStart;NaN
VirtualGateEnd;NaN
HwSerial;2022091501
HwModel;M3.1
SpectralAxis;Raman shift (1/cm)
TimeAxis;Time (ns)
"PS characteristic peaks: [620.9, 1001.4, 1031.8, 1602.3]"
"PS calibration peak locations: [620.2253157680134, 1001.797851676245, 1031.3300654286868, 1602.682128990291]"
Calibration Delta: -0.15790408313107532
The following data is unprocessed and has not been modified with the Calibration Delta value
NaN;5.042815245740505;5.056422659241435;5.070030072742365;5.083637486243294;5.097244899744224;5.110852313245154;5.124459726746084;5.1380671402470135;5.151674553747943;5.165281967248873;5.178889380749802;5.192496794250732;5.206104207751662;5.219711621252592;5.233319034753522;5.2469264482544515;5.2605338617553805;5.27414127525631;5.28774868875724;5.30135610225817;5.3149635157591;5.32857092926003;5.34217834276096;5.35578575626189;5.3693931697628186;5.383000583263748;5.396607996764678;5.410215410265608;5.423822823766538;5.437430237267467;5.451037650768397;5.464645064269327;5.478252477770257;5.4918598912711865;5.505467304772116;5.519074718273046;5.532682131773976;5.546289545274905;5.559896958775835;5.573504372276765;5.587111785777695;5.6007191992786245;5.6143266127795535;5.627934026280483;5.641541439781413;5.655148853282343;5.668756266783273;5.682363680284203;5.695971093785133;5.7095785072860625;5.723185920786992;5.736793334287921;5.750400747788851;5.764008161289781;5.777615574790711;5.791222988291641;5.80483040179257;5.8184378152935;5.8320452287944295;5.845652642295359;5.859260055796289;5.872867469297219;5.886474882798149;5.900082296299079;5.913689709800009;5.927297123300938;5.940904536801868;5.9545119503027975;5.968119363803726;5.981726777304656;5.995334190805586;6.008941604306516;6.022549017807446;6.036156431308376;6.049763844809306;6.0633712583102355;6.076978671811165;6.090586085312095;6.104193498813024;6.117800912313954;6.131408325814884;6.145015739315814;6.158623152816743;6.172230566317673;6.1858379798186025;6.199445393319532;6.213052806820462;6.226660220321392;6.240267633822322;6.253875047323252;6.267482460824182;6.281089874325111;6.2946972878260405;6.30830470132697;6.3219121148279;6.335519528328829;6.349126941829759;6.362734355330689;6.376341768831619;6.389949182332549
127.04709469630323;7.816175547512598e-07;9.131566619687064e-07;1.077427256645148e-06;1.2717393039857617e-06;1.467771946461836e-06;1.641720934779133e-06;1.7789756190225086e-06;1.8502512875036584e-06;1.8328790306173812e-06;1.7140747001810388e-06;1.5303883646979714e-06;1.3072910452676812e-06;1.0806795552599035e-06;8.848113869264685e-07;7.674373904342414e-07;7.549934875406823e-07;8.483092021419966e-07;1.038286920173719e-06;1.2842279534104404e-06;1.5830928008284917e-06;1.8459971329728143e-06;2.001749344467676e-06;2.061104034518357e-06;1.991494310108623e-06;1.8177837468195676e-06;1.5807605924943678e-06;1.3160079762889298e-06;1.0118689581020597e-06;8.022701957958996e-07;6.962296742116783e-07;6.514123980265804e-07;6.569978883082712e-07;6.843791570880145e-07;7.47906564987997e-07;8.664961158827563e-07;1.003080184516162e-06;1.1572760483961995e-06;1.3362359034276173e-06;1.5629376173533092e-06;2.059757520021941e-06;5.260733926527193e-06;1.7149456256974064e-05;4.9885135813682106e-05;0.0001240219296774;0.0002603521838512;0.0004765168610711;0.0007808161467136;0.0011734522313742;0.001642038488825;0.002165655495712;0.0027106046807025;0.0032321044052948;0.0036841514064401;0.0040362548885058;0.0042695491991953;0.0043799817659186;0.0043725840707023;0.0042645617586275;0.0040809705467204;0.003851652525647;0.0036065620324026;0.0033678833078274;0.0031481931084336;0.0029554517089068;0.0027951646763352;0.002666464208795;0.0025655297170477;0.0024869490565259;0.0024258063603449;0.002377081189901;0.0023364392026017;0.0022965246686162;0.0022589586978307;0.0022242554713966;0.0021924847943762;0.0021643441464422;0.0021402380782562;0.0021201368796097;0.0021031160059349;0.0020873011483174;0.0020712821271872;0.0020531644598662;0.0020333382999343;0.002013500937774;0.0019948257941739;0.0019780724267443;0.0019627841869061;0.0019473853630803;0.0019303476544619;0.0019106277121571;0.0018888537273562;0.0018665894333642;0.0018455361983565;0.0018269479408364;0.0018127860853649;0.0018026381546729;0.0017960714158513;0.0017921752493416;0.0017898703400843;0.001788004547853
129.18959229751636;4.456630350032846e-07;5.865304266838448e-07;7.816599568525337e-07;1.016527341547594e-06;1.2339842171590044e-06;1.3885170428481935e-06;1.5027671672400329e-06;1.5232552859766063e-06;1.4513409053032465e-06;1.2915324095131715e-06;1.1046206012719891e-06;9.190410276530672e-07;7.88386034332494e-07;7.542079406947431e-07;8.065850423874195e-07;9.079292352327428e-07;1.0813778554143335e-06;1.2068253429209557e-06;1.2963574636631132e-06;1.3638585178870345e-06;1.370777576940771e-06;1.3165991259981291e-06;1.2077608442758894e-06;1.0661783134901518e-06;9.217085983340576e-07;8.025965128196672e-07;7.266909295622253e-07;6.897544662026987e-07;6.751960721150549e-07;6.819672016284068e-07;7.143948214859394e-07;7.60150351360098e-07;8.052956702716323e-07;8.396937874225144e-07;8.575715814134846e-07;8.902435216514581e-07;1.035111660737569e-06;1.3211148432684545e-06;1.67338043548635e-06;2.338003104089558e-06;5.603438386640418e-06;1.700643975639511e-05;4.776367015445036e-05;0.0001178187897981;0.0002482039093401;0.0004549894312836;0.0007458759832416;0.0011224779264539;0.0015743600922737;0.0020820292265266;0.0026112414808212;0.0031168832129422;0.0035547537395255;0.0038960195999104;0.0041227020590905;0.004231930609643;0.0042291243132841;0.0041315279384585;0.0039629100288314;0.0037514312142602;0.0035247586041739;0.0033020751873096;0.0030956023647333;0.0029145139529483;0.0027631296732768;0.0026418739345463;0.0025478187256271;0.0024758532614247;0.0024205520508432;0.0023757919038694;0.002335779085446;0.002298219493928;0.0022602212504369;0.0022225518052727;0.0021867785748029;0.0021553107976563;0.0021291224134578;0.0021082950512523;0.0020916914880522;0.0020769823472703;0.0020621936342861;0.0020458762753253;0.0020276156145666;0.0020084371807473;0.0019895845980874;0.0019719434362383;0.0019554459487178;0.0019389956273515;0.0019214063892989;0.0019019597411255;0.0018812581326153;0.0018606386026507;0.0018414235053658;0.0018245484637342;0.001810715572108;0.0018004563775226;0.0017936599288079;0.0017892960621793;0.0017859884661879;0.0017828027962193
131.33142972264977;9.291118386094408e-07;9.793062477463694e-07;1.052290935544813e-06;1.1340430661925749e-06;1.1819823266369378e-06;1.1801703085076057e-06;1.124035414342213e-06;1.024967009213914e-06;9.162734890694292e-07;7.918417008433067e-07;6.609544557255118e-07;5.644098587463767e-07;5.532039641564761e-07;6.364624595380527e-07;7.833013673040087e-07;9.32652616971976e-07;1.0528615072027337e-06;1.1167678865913931e-06;1.116508120470809e-06;1.042383734718539e-06;9.770712238180346e-07;9.5546603310994e-07;9.160338424556684e-07;9.33029431291622e-07;9.220951563914198e-07;9.1019807147446e-07;8.883667029330864e-07;8.446906486008257e-07;7.845415214605551e-07;7.309448623676048e-07;7.086801715593771e-07;7.50532514331666e-07;8.673400684522622e-07;1.0227437975394896e-06;1.1750101101368342e-06;1.3133322496286824e-06;1.4644486836350644e-06;1.6825612179625496e-06;1.8507113322925863e-06;2.444570797200253e-06;5.722703760435267e-06;1.7486574163149644e-05;4.879319031112095e-05;0.0001168370350155;0.0002407933227928;0.000437848973689;0.0007178248219205;0.0010835690045268;0.0015240219429985;0.0020191267519487;0.002534041452416;0.0030260101587218;0.0034533432120942;0.0037871470435554;0.0040081853486251;0.0041140203155931;0.0041117507562924;0.0040212710963616;0.0038662510217238;0.0036733025741113;0.0034661330691643;0.0032623011290465;0.0030731811438274;0.0029070231857238;0.0027668188587442;0.0026526871085393;0.002561614140317;0.0024890634671885;0.0024299189331462;0.0023791217597676;0.0023338297020568;0.0022906748061413;0.0022480887448444;0.0022073997862028;0.0021704633472064;0.0021382341079613;0.0021130215703543;0.0020944018195376;0.00207890141008;0.0020630171164573;0.0020452791670533;0.0020259712852791;0.0020048045487112;0.0019835478703059;0.0019631949493866;0.0019440077656448;0.0019262538750604;0.0019097473576353;0.0018946445615567;0.0018798774538712;0.0018646014319159;0.0018499781383055;0.0018367807808034;0.001825528843535;0.0018141433895357;0.0018051052603414;0.0017984575700937;0.0017926277258511;0.0017869295236228;0.0017814700511667
133.47260691138217;1.3628646738311206e-06;1.2942555396083058e-06;1.2302798275814088e-06;1.1554776629533223e-06;1.0840161734429995e-06;9.932822620838073e-07;8.662494808204221e-07;7.446937591581228e-07;6.422069984485272e-07;5.939269952732392e-07;5.442203112533359e-07;5.386296895793487e-07;6.019037669252306e-07;7.120214291040198e-07;8.325537443097758e-07;9.211673808855e-07;9.41137642016668e-07;9.029376822259946e-07;8.070978703555146e-07;7.033526051932334e-07;6.679943511959612e-07;7.344881052605896e-07;8.792675730484491e-07;1.0349129997274955e-06;1.1551062784738252e-06;1.226437663007509e-06;1.2230818072149797e-06;1.1441183056989305e-06;9.95517133359755e-07;8.111191515944109e-07;6.640954977484994e-07;5.943759548053632e-07;6.488398230176081e-07;7.79270857231129e-07;9.292005698209944e-07;1.088114495429289e-06;1.2478133076946577e-06;1.4008743416959748e-06;1.5624997974285282e-06;2.1666837511622297e-06;5.2097383168751146e-06;1.610334462414239e-05;4.575048978002292e-05;0.000111085935883;0.0002302900885504;0.0004203964489925;0.000690852997621;0.0010450715505277;0.0014735451510052;0.0019567772365706;0.0024583457723213;0.002936638985912;0.0033532947665742;0.0036805435953248;0.0038983936547685;0.0040029528797393;0.0040004249007863;0.0039109985711294;0.0037594412717692;0.0035743551983202;0.0033780264445684;0.0031858292776833;0.0030083742043591;0.002854481099204;0.0027257074392474;0.0026186425837336;0.0025324325319058;0.0024629958704858;0.0024060074784327;0.0023568920173106;0.0023120436437473;0.0022680882225668;0.0022266621991662;0.0021883282405091;0.0021538561354884;0.0021242363290716;0.0020997576266668;0.002079734351305;0.0020618181463288;0.0020431629840261;0.0020222574257885;0.0019990583237461;0.001976431205301;0.0019537791205368;0.0019319925132611;0.0019119466010119;0.0018941960394066;0.0018789097187408;0.0018658435915787;0.0018544534601132;0.0018443322230826;0.0018353772433638;0.0018290737518691;0.001821802257319;0.0018144865232061;0.0018074490806585;0.0018005905325674;0.0017937105433736;0.0017866808315353;0.0017805284118788
135.61312380366144;1.3542021599844096e-06;1.2634129966082118e-06;1.1685396575827774e-06;1.0560906482733738e-06;9.278119086733072e-07;8.134687786066355e-07;7.230983023028467e-07;6.669876727548446e-07;6.370173391638286e-07;6.561813114066431e-07;7.179451627726955e-07;8.057257616285068e-07;9.10762052691883e-07;1.0137444764785938e-06;1.088330053715001e-06;1.1201020007718091e-06;1.1001535006723273e-06;1.0257382973854528e-06;9.161051816291836e-07;8.187693936603652e-07;7.804987703934461e-07;8.148422827855973e-07;9.031956543040794e-07;9.555699381493146e-07;1.0227640703463264e-06;1.0509119634617294e-06;1.0531767864530387e-06;1.0292168995138083e-06;9.49806420310349e-07;8.245969538035286e-07;6.777949874777109e-07;5.69685876320069e-07;5.221432291804651e-07;5.32047790607901e-07;6.008039202839711e-07;7.523604379108076e-07;1.0064947308880545e-06;1.2459742448370995e-06;1.483338644469706e-06;2.1513914723262773e-06;5.039424157044574e-06;1.4878379364684374e-05;4.1928136999635685e-05;0.000102690781451;0.0002159497333421;0.0003983512454084;0.0006595366835021;0.001002592491377;0.0014181316990238;0.001886701007566;0.0023737570475814;0.0028396927093554;0.0032474861422008;0.003568345819739;0.0037829908078789;0.003887785890026;0.0038883428134972;0.0038032977747516;0.0036562721899224;0.0034752469765778;0.0032830608526876;0.0030959878367886;0.0029245934081651;0.0027762816208835;0.0026509281893198;0.0025483686642381;0.0024659773878018;0.0024001714130585;0.0023471108900684;0.0023029915759632;0.0022632559277999;0.0022274925030044;0.002195004380372;0.0021654078909525;0.0021383991506493;0.0021139277391056;0.0020905554379504;0.0020685247872685;0.0020477814929945;0.002027455946273;0.002006910470049;0.0019855943343026;0.0019636172264916;0.0019415939406063;0.0019204745159945;0.0019014347698421;0.0018851890667527;0.0018718212719704;0.0018609762125312;0.0018519873585857;0.0018443035150139;0.0018373993419061;0.0018307486113834;0.0018237013317567;0.0018165264664931;0.0018073194875681;0.0017960565893378;0.0017851867804534;0.0017749684676647;0.0017663350607976
137.7529803396901;7.151012953954929e-07;6.854846284734843e-07;6.43422429395049e-07;5.978819499103095e-07;5.461375012469537e-07;5.137648312566614e-07;5.362329485484996e-07;5.994449103624192e-07;6.768788616003091e-07;7.765078862279937e-07;9.125485665278756e-07;1.0504557547126232e-06;1.1713229405255269e-06;1.2648836781076844e-06;1.3282929110635635e-06;1.3605443334733992e-06;1.354882603469662e-06;1.330328216486796e-06;1.2686129315435616e-06;1.191260022407725e-06;1.136657324859084e-06;1.097453889226928e-06;1.056113434215243e-06;1.0049787541138342e-06;9.485207411351804e-07;9.001405903903292e-07;8.803481364547036e-07;8.659299551754222e-07;8.486151911782623e-07;8.407949423287457e-07;8.46600434807518e-07;8.53817723045702e-07;8.566229335215602e-07;8.653539955404939e-07;9.0785673398653e-07;1.0283885182769125e-06;1.2432973435228258e-06;1.4801028161655385e-06;1.668986523659975e-06;2.205981590381384e-06;4.835888494277575e-06;1.4153836636218309e-05;4.032012613976039e-05;9.75136465832288e-05;0.0002045775440659;0.000379261573546;0.0006322142478282;0.0009662160532984;0.0013703980449822;0.0018239736374681;0.0022965329714033;0.0027517601129287;0.0031535669145341;0.0034708866225908;0.0036850962532005;0.0037937841547468;0.0038032212636603;0.0037303425693668;0.0035960138525349;0.0034242157064956;0.0032383321543019;0.0030564756929876;0.0028895461849985;0.0027424503689343;0.0026163351888387;0.0025126762841828;0.0024285482946434;0.0023610972167769;0.0023073534319699;0.0022640159273412;0.0022281296301492;0.0021975395900969;0.0021704775680816;0.0021457676916834;0.0021236025141508;0.0021018366245494;0.0020801315059254;0.0020587815909273;0.0020384823690618;0.0020198721687883;0.0020031007809313;0.001987105871376;0.0019681705951913;0.0019504278543667;0.0019346430046646;0.0019180347611924;0.0019028489556294;0.0018892923066001;0.0018772558865185;0.0018664061849254;0.0018562591615334;0.0018460493505437;0.0018337288657996;0.0018201585646822;0.0018057098795987;0.0017900977410072;0.0017740287537437;0.0017587722201598;0.0017456864324505;0.0017355882587684
139.8921764599363;5.238716731847449e-07;5.172207510251646e-07;4.7652830854221326e-07;4.271648191804365e-07;3.868266409803503e-07;3.742532042232163e-07;4.13330474091674e-07;4.8977890990547e-07;5.955856897030324e-07;7.045273049785135e-07;8.221178583246472e-07;9.45809180196904e-07;1.050826040659808e-06;1.1190990112407635e-06;1.147892466194475e-06;1.1468537732320084e-06;1.1438431965786818e-06;1.1267387268310522e-06;1.095365767182888e-06;1.058796102217621e-06;1.0322478366365397e-06;1.0178271514405477e-06;1.0065519635104218e-06;9.883088778399457e-07;9.512683934746968e-07;9.356341814394766e-07;9.172586821032994e-07;8.950639995469731e-07;8.919082707468771e-07;9.297503224014366e-07;1.0102833296033893e-06;1.0874703384801e-06;1.150272520819084e-06;1.1978323113629532e-06;1.2580640086054231e-06;1.3372148469612343e-06;1.423482857923625e-06;1.5350277482748753e-06;1.6199296282447509e-06;2.015136990195115e-06;4.251986352352484e-06;1.2753498410932997e-05;3.801890047849464e-05;9.277220189947622e-05;0.000195499001228;0.0003629878396667;0.0006061026698803;0.0009282418781557;0.0013198480496161;0.0017606247539906;0.0022220862964793;0.0026685900726021;0.0030656612570677;0.0033825697201826;0.0036006425332348;0.0037167969855367;0.0037370317277616;0.0036769902167847;0.0035567272814365;0.0033973466327841;0.0032210595695728;0.0030451905115505;0.0028819961003314;0.0027370781961492;0.0026129659394353;0.0025099400687987;0.0024263750070007;0.0023594184693704;0.0023055418657707;0.0022615133531194;0.0022252543372991;0.0021944157715708;0.0021670007782501;0.0021415339361921;0.0021173759989979;0.0020939886965191;0.0020716468830397;0.0020495624271213;0.0020284763127848;0.002009618805495;0.0019933884015697;0.0019793916317753;0.0019663502156587;0.0019533192874854;0.0019403430515191;0.0019267936376977;0.0019125806073773;0.0018976565958276;0.0018818959862362;0.0018669102195334;0.0018532184994879;0.0018391998810419;0.001824057245241;0.0018077083005325;0.0017903654521078;0.0017728641743679;0.0017573989633399;0.0017430504566544;0.0017317805502493;0.0017235801027905
142.03071210513372;9.093005728608788e-07;8.796700620222569e-07;8.129054002426625e-07;7.167206150823638e-07;6.055135996466823e-07;4.966958485044414e-07;3.999974581967905e-07;3.429604917308107e-07;3.469824280131417e-07;3.56726261782365e-07;3.88543649566516e-07;4.3140867523395853e-07;4.6818989297149204e-07;4.953261979860791e-07;5.305793416268804e-07;5.929831142318418e-07;6.758127911382226e-07;7.352166697424825e-07;7.692337637483959e-07;8.162867563613369e-07;8.625874941300905e-07;9.176029773910937e-07;9.69320375062983e-07;1.0051748924388384e-06;1.023070724450226e-06;1.046376832136339e-06;1.0735426270573049e-06;1.077278523185484e-06;1.058223646151452e-06;1.0215645921123411e-06;9.786127608975927e-07;9.237506662722832e-07;8.49854219479917e-07;8.309183626823304e-07;9.161276550441978e-07;1.035588436588429e-06;1.1612224261924444e-06;1.2591197326283438e-06;1.3172626389797167e-06;1.7454384096335228e-06;4.189406733347086e-06;1.2631754122152243e-05;3.641582644803018e-05;8.938733514642698e-05;0.0001890802562285;0.0003511235672365;0.0005848065333474;0.0008934900153267;0.0012700063599902;0.0016982224810607;0.0021514285295982;0.0025913767679717;0.0029827385338165;0.003297038326626;0.0035167840330407;0.0036378074053651;0.0036642893047887;0.0036105163827651;0.0034973254490778;0.003347493417713;0.0031844926802836;0.0030221638967093;0.0028695531124714;0.0027322894193063;0.002614455866629;0.0025158877064298;0.0024343403151418;0.0023664627923083;0.0023106795844459;0.0022636334315899;0.0022254277057778;0.0021940721108542;0.0021678106845871;0.0021446837018091;0.0021220002489687;0.0021000432851844;0.0020787113675151;0.0020581286873706;0.0020384723054582;0.0020198163239268;0.0020019992331287;0.0019850849376878;0.0019693051027281;0.0019516722705219;0.0019319492710028;0.0019138110649467;0.0018957091015216;0.001877757882128;0.0018609084775862;0.0018460612161692;0.0018335107831802;0.0018228514323401;0.0018125794858318;0.0018030781187426;0.0017929105226571;0.0017827279589754;0.0017729380067477;0.0017637230970664;0.0017555807989993;0.0017488560311524
144.16858721627432;9.926072657446868e-07;9.81039381771274e-07;9.5013850600973e-07;8.764309353034204e-07;7.707127094172049e-07;6.453559254543178e-07;5.040503391925517e-07;3.804464175184562e-07;2.905266038542443e-07;2.410958734739459e-07;2.2292316984281054e-07;2.1097691858605693e-07;1.9540166855722714e-07;1.854734956841236e-07;2.1454336384929745e-07;3.201914157591337e-07;4.443456746376559e-07;5.544033185494978e-07;6.515886081305915e-07;7.439118794552613e-07;8.499523041655386e-07;9.77444302948693e-07;1.0733177083409285e-06;1.1207956985751809e-06;1.1235336823397698e-06;1.1306566436564543e-06;1.1672791287946818e-06;1.1526620239889283e-06;1.0585214970069612e-06;8.957869069792411e-07;7.116234029906877e-07;5.50437437895364e-07;4.19379102113753e-07;3.624221794874232e-07;3.92900310892144e-07;4.818599113742349e-07;6.022602547569152e-07;7.059194170910114e-07;8.125492515951005e-07;1.3929309731042774e-06;4.295810592428119e-06;1.3219469151389416e-05;3.625375639222123e-05;8.809715485706225e-05;0.0001864657697316;0.000345821418253;0.0005738674147203;0.0008735030348795;0.0012384347645046;0.0016556020479776;0.0020998651882814;0.0025319389957497;0.0029152712540897;0.0032238493533477;0.003441657515555;0.0035635142342981;0.0035913999662746;0.0035382719391123;0.0034253473412814;0.0032783541267318;0.0031229816475559;0.002971494644132;0.002829902797358;0.0027032600759362;0.0025937826165269;0.0025007374830958;0.0024226903784547;0.0023568596413733;0.0023014855619334;0.0022554746405177;0.0022180955149955;0.0021881402814024;0.002164038953371;0.0021435983743008;0.0021242354292495;0.0021045719691286;0.0020854333900107;0.0020671017198221;0.0020497185180951;0.002032892518054;0.0020158285313094;0.0019976312259692;0.0019777388885227;0.001956313234278;0.0019342890563859;0.0019125366345376;0.0018913300571669;0.0018709017291509;0.0018518029704584;0.001834248165271;0.0018185230173032;0.0018060819995885;0.0017964323511518;0.0017888801378596;0.0017828377090829;0.0017782011857633;0.0017736000862513;0.0017698072490881;0.0017663652219605;0.0017628554096778
