FileName; triethyl citrate_77
MeasName;77
UserNotes_MeasName;my measurement
UserNotes_SampleName;my sample
Timestamp;2025-02-07T20:42:54Z
VirtualGateStart;NaN
VirtualGateEnd;NaN
HwSerial;2022091501
HwModel;M3.1
SpectralAxis;Raman shift (1/cm)
TimeAxis;Time (ns)
"PS characteristic peaks: [620.9, 1001.4, 1031.8, 1602.3]"
"PS calibration peak locations: [620.2253157680134, 1001.797851676245, 1031.3300654286868, 1602.682128990291]"
Calibration Delta: -0.15790408313107532
The following data is unprocessed and has not been modified with the Calibration Delta value
NaN;5.042815245740505;5.056422659241435;5.070030072742365;5.083637486243294;5.097244899744224;5.110852313245154;5.124459726746084;5.1380671402470135;5.151674553747943;5.165281967248873;5.178889380749802;5.192496794250732;5.206104207751662;5.219711621252592;5.233319034753522;5.2469264482544515;5.2605338617553805;5.27414127525631;5.28774868875724;5.30135610225817;5.3149635157591;5.32857092926003;5.34217834276096;5.35578575626189;5.3693931697628186;5.383000583263748;5.396607996764678;5.410215410265608;5.423822823766538;5.437430237267467;5.451037650768397;5.464645064269327;5.478252477770257;5.4918598912711865;5.505467304772116;5.519074718273046;5.532682131773976;5.546289545274905;5.559896958775835;5.573504372276765;5.587111785777695;5.6007191992786245;5.6143266127795535;5.627934026280483;5.641541439781413;5.655148853282343;5.668756266783273;5.682363680284203;5.695971093785133;5.7095785072860625;5.723185920786992;5.736793334287921;5.750400747788851;5.764008161289781;5.777615574790711;5.791222988291641;5.80483040179257;5.8184378152935;5.8320452287944295;5.845652642295359;5.859260055796289;5.872867469297219;5.886474882798149;5.900082296299079;5.913689709800009;5.927297123300938;5.940904536801868;5.9545119503027975;5.968119363803726;5.981726777304656;5.995334190805586;6.008941604306516;6.022549017807446;6.036156431308376;6.049763844809306;6.0633712583102355;6.076978671811165;6.090586085312095;6.104193498813024;6.117800912313954;6.131408325814884;6.145015739315814;6.158623152816743;6.172230566317673;6.1858379798186025;6.199445393319532;6.213052806820462;6.226660220321392;6.240267633822322;6.253875047323252;6.267482460824182;6.281089874325111;6.2946972878260405;6.30830470132697;6.3219121148279;6.335519528328829;6.349126941829759;6.362734355330689;6.376341768831619;6.389949182332549
127.04709469630323;7.90981325553854e-08;1.6745451242477936e-07;3.3847309949715546e-07;5.783299316221648e-07;8.193669819396447e-07;1.0054603912438025e-06;1.1181135665397125e-06;1.1565901517542289e-06;1.1187735549215225e-06;1.0051090981504331e-06;8.054137705586798e-07;5.863705134000063e-07;4.0960448137156245e-07;3.402904710115894e-07;3.802266040894175e-07;4.931023270084618e-07;6.227320892044585e-07;7.469828885724792e-07;8.636496098135429e-07;9.284485147196022e-07;9.637203913208492e-07;9.769481426943875e-07;9.823839416049844e-07;9.943930608036127e-07;1.0362078851835766e-06;1.100503510554379e-06;1.1543049298522438e-06;1.1667145167365802e-06;1.1182412182662783e-06;1.0185814214624217e-06;9.123292099477216e-07;8.242684751035251e-07;7.150359118173038e-07;6.650577190186329e-07;6.629729541203155e-07;6.881038716354297e-07;7.468448629740126e-07;8.356516846445125e-07;9.422877483478466e-07;1.214072993225802e-06;2.7769354204368e-06;8.60689962490882e-06;2.4553773086822213e-05;6.070717597179625e-05;0.0001275708159248;0.0002343419598687;0.0003865587076215;0.0005875598479156;0.0008343408304967;0.0011188774947281;0.0014249226788764;0.0017285396590342;0.002003722831454;0.0022307803465916;0.0023945455127767;0.0024869606264785;0.0025048485568909;0.0024543696916823;0.0023484946204355;0.0022049364739596;0.0020429107272302;0.0018778594971994;0.0017202063614683;0.0015774831916879;0.0014541431320265;0.0013517584485289;0.0012690362650292;0.0012027660270235;0.0011498551103442;0.0011074722810826;0.0010732552113514;0.0010450070316482;0.0010212882032368;0.00100069072592;0.0009819538512094;0.0009643913772335;0.0009474840613818;0.0009306199030406;0.0009133284265824;0.0008957817619715;0.0008776927682489;0.0008596057932089;0.0008427942739465;0.0008269811483654;0.0008130539026238;0.0008011942123786;0.0007913193098547;0.0007828422574706;0.0007749804090573;0.0007668170524536;0.0007579683512138;0.0007483557888532;0.0007380646617616;0.0007273309066123;0.0007164257013378;0.0007057343819301;0.0006956124873744;0.0006864626685763;0.0006786673212087;0.0006724925252795
129.18959229751636;8.18607582617113e-08;1.2632084809655693e-07;2.210146053426533e-07;3.4150535770460985e-07;4.6913089811066194e-07;6.130258167716724e-07;7.578038744000016e-07;8.280454388947086e-07;8.398269364828495e-07;7.889491971943595e-07;6.791013600619411e-07;5.500047226124264e-07;4.213572806336686e-07;3.725745267324671e-07;4.160912101566882e-07;5.400138480320906e-07;6.926813102007243e-07;8.141740301583361e-07;8.894471717427343e-07;9.060415147516168e-07;8.660940094251615e-07;7.901258402133147e-07;6.990672565507947e-07;6.048012896302163e-07;5.304596360587995e-07;4.930411130148439e-07;4.930755863335877e-07;5.032684960655341e-07;5.059448814488456e-07;4.967260105726661e-07;5.160562204031798e-07;5.846595155202066e-07;6.904170838519162e-07;8.046833235776554e-07;9.148863143412662e-07;1.0042946120376773e-06;1.0842853384988098e-06;1.1857645724467065e-06;1.321730320626096e-06;1.612730666035917e-06;3.054416475121972e-06;8.262529501532376e-06;2.2642430130426158e-05;5.582405448627241e-05;0.0001178803297842;0.0002178430561517;0.0003614979386381;0.0005530067485857;0.0007886658262877;0.0010627859013584;0.0013596844423775;0.0016550500588405;0.0019236725836274;0.0021467124351858;0.0023091279928443;0.0024027604782714;0.002424262974926;0.0023794626416309;0.0022805655935973;0.0021443716562344;0.0019887998058036;0.0018281521871438;0.0016731589866288;0.0015323341785452;0.0014106589091813;0.0013100931324413;0.0012298914686464;0.0011674557573764;0.0011197580334255;0.0010834479428523;0.0010550295905217;0.0010317742176811;0.001012105667135;0.0009944200761731;0.0009780612675777;0.0009620935682156;0.0009459868169971;0.0009292952457252;0.0009123162848705;0.0008944485658536;0.0008767533697301;0.0008604054525675;0.0008454540912094;0.0008319826162932;0.0008197655649687;0.0008085235925312;0.0007980365372943;0.0007881097227371;0.0007786337400575;0.0007692830189336;0.0007592570032975;0.0007485915656161;0.0007376949392073;0.0007270778302278;0.0007169304892446;0.0007071407652163;0.0006976435748445;0.0006886953166894;0.0006809187464961;0.0006747786517874
131.33142972264977;5.729697475256031e-07;5.408794177656002e-07;5.324348100548319e-07;5.398980748964006e-07;5.664876904809667e-07;6.187994578982811e-07;6.855718939590728e-07;7.450591877669849e-07;7.69260465307769e-07;7.457528511782118e-07;6.848933030317916e-07;6.088683497419155e-07;5.435138010991366e-07;5.224813647056262e-07;5.753037496420103e-07;6.856266800478009e-07;8.174907118772391e-07;9.416330904945658e-07;1.0242581529507817e-06;1.0456737438976268e-06;1.011970770644775e-06;9.537303274573892e-07;8.68360560836309e-07;7.538914894099211e-07;6.421390371574346e-07;5.707311365172905e-07;5.344177700567014e-07;5.144666812565214e-07;4.961567136304485e-07;4.7754072868084e-07;4.6645661257897386e-07;4.80274043818805e-07;5.644064836628739e-07;6.91822479737317e-07;8.29401522689915e-07;9.608980937838963e-07;1.0621459849622234e-06;1.1415968081439593e-06;1.2177013543253115e-06;1.4399944396677657e-06;2.7433057869283783e-06;7.463445111755652e-06;2.049094875936061e-05;5.004632008795631e-05;0.0001058336909722;0.0001970637113278;0.000330278903332;0.0005101635027939;0.0007350595078924;0.0009980167932201;0.0012828445431331;0.0015673112336762;0.0018282347196687;0.0020472259893641;0.0022087954023113;0.0023049584749123;0.002332776753104;0.0022976429447171;0.0022099837723871;0.0020850029056155;0.0019384406566952;0.0017838560262668;0.0016319709486619;0.0014917456870008;0.0013713014075675;0.001271404490348;0.0011923044123497;0.0011321730102656;0.0010878497247271;0.0010556437564267;0.0010317818623134;0.0010133241664911;0.0009974410261235;0.0009811462799779;0.0009633678576207;0.0009451093514572;0.0009272355916159;0.0009098926193905;0.0008936209142927;0.0008788799742499;0.0008658973474521;0.0008551469930178;0.0008456439735117;0.0008358183547143;0.0008252537990821;0.0008134056096225;0.0008001564476342;0.0007857331896907;0.0007710209128841;0.0007571210404694;0.0007446570113996;0.0007332848939025;0.0007230324074018;0.0007139439562875;0.0007059566926;0.0006988270128531;0.000692263109398;0.0006860606785708;0.0006803664785207;0.0006755273424622
133.47260691138217;1.3301285067060325e-06;1.1591347584858506e-06;1.0096344444711236e-06;8.846102557854996e-07;7.96522810743471e-07;7.393941161736069e-07;6.981641322370099e-07;6.741379970430136e-07;6.415684453897309e-07;5.911214173745679e-07;5.368115460558058e-07;4.933322261226794e-07;4.834452771005396e-07;5.257002386100722e-07;6.04101184059752e-07;6.890487180487938e-07;7.58413325008635e-07;8.039039784579119e-07;8.108158845820001e-07;7.774299531357435e-07;7.244757099598949e-07;6.820828490872851e-07;6.592553603073599e-07;6.555891653169317e-07;6.572858723034607e-07;6.665980765506482e-07;6.624067177506764e-07;6.504886650222953e-07;6.058470397544014e-07;5.399169035591265e-07;4.60426995432214e-07;4.055293072213649e-07;4.059853615373389e-07;4.639005297378405e-07;5.620006047610341e-07;6.58518349789566e-07;7.201135016711913e-07;7.445827362170867e-07;7.558760541424595e-07;9.250953822160384e-07;1.980172755492928e-06;6.0598936605865335e-06;1.79408038799749e-05;4.565343725605723e-05;9.856585043044246e-05;0.0001853121513342;0.0003129381068331;0.0004869306450222;0.0007047332971979;0.0009587250032223;0.0012318368540066;0.0015033457720092;0.0017526792141942;0.0019626031952682;0.0021180171276484;0.0022112850855653;0.0022401526889487;0.002210420836586;0.0021321584183289;0.0020196038249594;0.001885919741819;0.0017426318630909;0.0015999569487359;0.0014672049124692;0.0013499683882207;0.0012515859973906;0.0011731904062054;0.0011137958655074;0.0010709730689687;0.0010411277267865;0.0010201731338249;0.0010042016006071;0.0009897978370263;0.0009743399117174;0.0009563629748392;0.0009365049426152;0.0009162618008467;0.0008971243270631;0.0008800821615257;0.0008655780959708;0.0008537614296143;0.0008442402880324;0.0008348611168518;0.0008249746906346;0.0008135017638095;0.0008003250578014;0.0007860596519095;0.0007714784941856;0.0007573308420404;0.0007433115854724;0.0007310885861577;0.0007204893324912;0.0007112646333405;0.0007030806741348;0.0006958238621828;0.0006896341272285;0.0006845290576807;0.000680025319294;0.0006758650874446;0.0006723073645955
135.61312380366144;1.428917396914104e-06;1.2447605226199469e-06;1.0633738536165023e-06;9.054314859497118e-07;7.807532091495712e-07;6.73446582707195e-07;5.908768766803224e-07;5.311610854906072e-07;4.783097691447827e-07;4.21941491468385e-07;3.707840754136849e-07;3.510151739809606e-07;3.9313462449976555e-07;4.928899734633043e-07;6.105188686017791e-07;6.981063762299268e-07;7.457743601759174e-07;7.424495384674106e-07;6.926993425639135e-07;6.103524021208732e-07;5.246206642552577e-07;4.538575971585796e-07;4.295785241407416e-07;4.630588618703186e-07;5.244002381711954e-07;5.575532353732854e-07;5.785401113364748e-07;5.813734960064695e-07;5.545639007121994e-07;4.922283215947496e-07;4.025066257449098e-07;3.310124382080051e-07;3.028647570150228e-07;3.009541363738439e-07;3.090476684667693e-07;3.129681395458272e-07;3.058845660198923e-07;2.9202012343338373e-07;2.852809876728911e-07;4.436341434642314e-07;1.3980835846584688e-06;5.110865446856407e-06;1.620177351024822e-05;4.2394063368943096e-05;9.345038137764128e-05;0.000178143939638;0.0003029773857772;0.0004722081825198;0.0006835771740349;0.0009290926082942;0.0011920883241844;0.001452329483803;0.001690045431405;0.0018884034790593;0.0020342694848674;0.0021218977726463;0.002150140018296;0.00212508998406;0.0020562583879672;0.0019562511117351;0.0018366470656754;0.0017071456515231;0.0015768330866701;0.0014544494776466;0.0013450403886117;0.0012515751255691;0.001175540005713;0.0011165912899121;0.001072970781753;0.0010415455432343;0.0010188649785405;0.0010015457961428;0.0009868987653742;0.000972449878453;0.0009565029505068;0.0009393404866425;0.0009215399029069;0.000903687247156;0.0008860974232675;0.0008688201293289;0.0008520565322315;0.0008360698543396;0.0008213779116446;0.0008074882570903;0.0007937350847325;0.0007803093088595;0.0007679442431046;0.0007571130153475;0.0007478022760983;0.0007388635056847;0.00072989114954;0.0007211935622041;0.0007127414294137;0.0007045966187833;0.0006969328230568;0.0006899963212688;0.0006840050298835;0.0006789853917535;0.0006748787001238;0.0006715686484255
137.7529803396901;9.444523871373654e-07;8.921729308114025e-07;8.249106885756085e-07;7.633876378884667e-07;7.0824388988581e-07;6.658183254430979e-07;6.305117143564796e-07;6.092212970617312e-07;5.858473905082316e-07;5.499282400652442e-07;5.096539077485026e-07;4.830437099291082e-07;4.907187105392646e-07;5.481737345641587e-07;6.475876573354681e-07;7.33877513998647e-07;7.784822232138836e-07;7.831263298904928e-07;7.400564084355725e-07;6.555922540273784e-07;5.499642349091454e-07;4.52169043805589e-07;3.857321115057621e-07;3.4622824434001e-07;3.48898399891962e-07;3.700011292444474e-07;3.989531696608065e-07;4.331811206574243e-07;4.505995573805438e-07;4.443387112223961e-07;4.145850534217608e-07;3.659141745701902e-07;3.212454924994497e-07;2.777678964696631e-07;2.3784986272461123e-07;2.373779643233164e-07;2.9974528804690204e-07;4.065029892249156e-07;5.252076320673531e-07;7.733201309205079e-07;1.7987852458464218e-06;5.612819535206803e-06;1.696346435327311e-05;4.26983262557194e-05;9.254672280601158e-05;0.0001754484201691;0.0002972973919564;0.0004610912488967;0.0006634161407086;0.0008957928451265;0.0011436732705907;0.001388978731022;0.0016135532286979;0.0018006853805924;0.0019388803468382;0.002023681646242;0.0020544572049535;0.0020362826724446;0.0019769571504171;0.0018863567273356;0.0017757710240014;0.001655871816573;0.0015363036885389;0.0014245007262493;0.0013247341164967;0.001240311498531;0.0011716402174099;0.0011170046525218;0.0010741269341424;0.0010404716755376;0.0010139786738797;0.0009924887610596;0.0009744165364138;0.000958218882208;0.0009431725262461;0.0009288359545953;0.000914557048622;0.0008995462746331;0.0008826779165294;0.0008645150709535;0.0008454033733944;0.0008262195448373;0.0008081760125378;0.0007921116557847;0.000778417820924;0.0007668965899454;0.0007570772082792;0.0007483309599938;0.0007402530144259;0.0007326449840116;0.0007258343076486;0.0007194865999726;0.0007130708341536;0.0007062938735646;0.0007003128251927;0.0006947126555643;0.0006895060180368;0.0006846553906973;0.0006802158400389;0.0006763070381968
139.8921764599363;4.655903183253265e-07;5.446084536764472e-07;6.350109298500295e-07;7.068019951133515e-07;7.693814405518707e-07;8.081236623216619e-07;8.230385385883149e-07;8.166387090850917e-07;7.846166890865166e-07;7.372030528083197e-07;6.953946614238066e-07;6.745465881644225e-07;6.88587798123379e-07;7.496653747917914e-07;8.484807941994004e-07;9.447545118098928e-07;1.00533227899633e-06;1.013995039119344e-06;9.632189961052246e-07;8.536323423339689e-07;7.021901492785325e-07;5.465096618688152e-07;4.146909863534518e-07;3.251879261980393e-07;2.915454615047289e-07;3.228818939068524e-07;3.996377534987398e-07;4.959716689367798e-07;5.7390773645085e-07;6.11750027193058e-07;6.079198844965102e-07;5.701744849316234e-07;5.105557837513717e-07;4.314822563804373e-07;3.616979051979366e-07;3.827397387398998e-07;5.350078198513757e-07;7.657489918268686e-07;9.962260372370962e-07;1.3224640118557767e-06;2.3942731088548955e-06;6.210480190590241e-06;1.7600910104974687e-05;4.29018342567212e-05;9.070153327807174e-05;0.0001694861843963;0.0002851706916409;0.0004398564688918;0.0006301537927374;0.0008481394935413;0.0010817313712177;0.0013146413365747;0.0015300333348568;0.0017113335562309;0.0018469504864901;0.0019315592009143;0.0019637717902329;0.0019474809291326;0.001890161841469;0.0018015324373568;0.0016942561045272;0.001579832376209;0.0014681663601736;0.0013655255131451;0.0012739636099094;0.0011979902891607;0.0011371705897121;0.0010890691717869;0.0010506890960917;0.0010188969991642;0.0009918906124554;0.0009679994107096;0.0009467264478307;0.000928405114217;0.0009125078047469;0.0008979102381466;0.0008837977832419;0.0008696757894132;0.0008549266905035;0.0008393493844229;0.0008232222898579;0.0008069974980475;0.0007915031267823;0.0007792811046767;0.0007693627467662;0.0007608111865189;0.0007527547525341;0.0007445672010787;0.0007361195173812;0.0007279097683521;0.0007198763280698;0.00071221350761;0.0007049106433962;0.0006985627846666;0.0006929677370901;0.0006878203984526;0.0006829905256401;0.0006783441221149;0.0006739070332604;0.0006698586372674
142.03071210513372;2.2023282095142957e-07;3.221968721652968e-07;4.387194896987721e-07;5.580163882244344e-07;6.704576892086528e-07;7.365248185498318e-07;7.655583587230001e-07;7.553829582545666e-07;7.086602655570117e-07;6.448214073962582e-07;5.917585667912074e-07;5.724888261991254e-07;5.983712405713252e-07;6.624638721679234e-07;7.470712442498799e-07;8.243222617406825e-07;8.696672087126519e-07;8.700826439043684e-07;8.21204384546459e-07;7.263160625451853e-07;6.016339631229863e-07;4.758570446516945e-07;3.9694601500683213e-07;3.594359013106899e-07;3.954780613472437e-07;4.840213034245521e-07;5.936588665658381e-07;6.910665315629095e-07;7.581279003737058e-07;7.57928781487612e-07;7.145375692422384e-07;6.386241911129136e-07;5.372874164786629e-07;4.4192155751759453e-07;3.801874388195884e-07;3.958758622545818e-07;4.872021628004038e-07;6.12657427493725e-07;7.33333517014426e-07;1.0034500102812123e-06;2.1621467326527512e-06;5.917234115048939e-06;1.6237521828646006e-05;3.931631530720359e-05;8.364844576114178e-05;0.0001569635702001;0.0002640062619417;0.0004070940332308;0.0005854174321698;0.0007934180575539;0.0010200757615455;0.001247693359781;0.0014587051581313;0.0016375504241769;0.001773005457027;0.0018590344841083;0.0018933405756079;0.0018794160866862;0.0018250984033181;0.0017410489946726;0.0016401499529112;0.0015320498006848;0.0014255349947083;0.0013271945868149;0.0012412693510168;0.001169138278381;0.0011103858164532;0.0010632126511337;0.0010251569610839;0.0009935109235125;0.0009675008910482;0.0009449734346408;0.0009248029910586;0.0009067688814195;0.0008907189845124;0.0008761246077784;0.0008628267937039;0.0008499687035296;0.0008366822109678;0.0008232936196063;0.0008101815843516;0.0007978591462865;0.0007867988156534;0.0007772307413595;0.0007690500704792;0.0007615829631632;0.0007540636198733;0.0007458609551878;0.0007367382660722;0.0007267677240048;0.0007161578201863;0.0007053003043655;0.0006946684534194;0.0006847034928643;0.0006752565557588;0.0006671577018904;0.0006601716756653;0.0006541873523629;0.0006491616005436;0.0006450837543116
144.16858721627432;2.432307476319243e-07;2.6776248641895645e-07;2.9603026898860164e-07;3.432716396511474e-07;3.781219325419329e-07;4.024659193410541e-07;4.138609988020918e-07;4.054287249813886e-07;3.734706266510758e-07;3.26266870132128e-07;2.796339914208028e-07;2.515580963487066e-07;2.501944186401368e-07;2.680714143088847e-07;2.943329006690349e-07;3.169267929695472e-07;3.27078710376273e-07;3.2079411243191305e-07;2.972582891370685e-07;2.607798971953566e-07;2.2339969201673975e-07;2.0905965700424114e-07;2.539543671476665e-07;3.557451106693799e-07;4.776569570695123e-07;6.008050842386103e-07;6.878093132689905e-07;7.25445505968908e-07;7.106835438313738e-07;6.432018373098679e-07;5.316871639260092e-07;3.946317503864007e-07;2.770208829134199e-07;2.198015705360331e-07;2.2311502460006477e-07;2.606405819965729e-07;3.119235474036672e-07;3.656868125546279e-07;4.1593333053013643e-07;6.758264192941108e-07;1.996332802590671e-06;5.816333560280925e-06;1.5403254336747374e-05;3.7079732076047984e-05;7.884808752154835e-05;0.00014765139344;0.0002479957828712;0.0003835284012232;0.0005536587158758;0.0007541729219383;0.0009743524218939;0.0011957194357313;0.0014001581098987;0.0015737562677985;0.001706548211907;0.0017929974031239;0.0018309086259797;0.001823992936226;0.0017796008444332;0.0017077490123974;0.0016194700378628;0.0015215259244533;0.0014213127816308;0.0013261107561887;0.0012410552873321;0.001168112549834;0.0011074920173533;0.0010583890140645;0.0010193183066818;0.00098814809179;0.0009623875584534;0.000939570513016;0.0009189445898539;0.0009009351180582;0.0008861530780195;0.0008734853453206;0.0008619348954793;0.0008509264515644;0.0008393233269095;0.0008269162085858;0.0008142546233351;0.0008021044982293;0.0007908891614265;0.0007795999915504;0.0007695279671722;0.0007604168113602;0.0007518189950465;0.0007430933439722;0.0007332530500177;0.0007224156795324;0.0007110665196772;0.0007000933071701;0.0006895927806307;0.0006788016555621;0.0006686485561939;0.0006592165041395;0.0006503941290475;0.0006425663597507;0.0006360292720688;0.000630978769077
